,body,length
242,,0
243,,0
244,,0
245,,0
246,,0
247,"The Department of Health has been allocated €22.2 billion. €500 million will be available for testing and tracing, the delivery of booster vaccines and for personal protective equipment across the health service. The Drugs Payment Scheme threshold will be reduced to €100 from €114 per month. Increased access to dental treatment for medical card holders will be introduced. Free GP care for 6 and 7 year olds will be introduced. A women’s health package of €31 million will: Fund free contraception for women aged 17 to 25 (from August 2022) Provide additional funding for sexual assault treatment units Progress the National Maternity Strategy and the Gynaecology Model of   Care 7,000 new posts will be added across the health system. €24 million will be used to develop mental health services and €250 million will be available to tackle hospital waiting lists . €8m will go towards building capacity of the National Ambulance Service . Disability services €105 million has been allocated to disability services, including supports for: School leavers People with disabilities inappropriately living in nursing homes",1120
248,"A total of €898 million is allocated to the Department of Enterprise, Trade and Employment in 2022. An additional €17 million is allocated for once-off COVID-19 business supports in 2022. Income tax The rate of income tax will stay the same, but tax credits will be increased. Each of the personal tax credit, employee tax credit and earned income credit will be increased by €50. The standard rate band will be increased by €1,500. Employer’s PRSI The weekly income threshold for the higher rate of employer’s PRSI will increase from €398 to €410 to ensure that there is no incentive to reduce the working hours for a full-time employee on the increased minimum wage from 1 January 2022. Minimum wage The national minimum wage will increase by €0.30 to €10.50 per hour from 1 January 2022. Leave for parents Parent's leave and Parent's Benefit will be extended by 2 weeks to 7 weeks from July 2022. Wage Subsidy Scheme for people with disabilities The Wage Subsidy Scheme for people with disabilities will increase by €1 per hour (equivalent to 60% of National Minimum Wage) from January 2022. Remote working tax relief There will be remote working income tax relief of 30% on heating, electricity and broadband expenses.",1222
249,"Employability The Job Interview Interpreter Grant , Workplace Equipment Adaptation Grant and Personal Reader Grant , currently available through Intreo, will also be available through Employability providers from January 2022. Community Employment and Tús There are additional places on the Community Employment and Tús employment programmes for 2022.",351
250,"Employment Wage Subsidy Scheme (EWSS) changes The EWSS will remain in place in a graduated form until 30 April 2022. There will be no change to EWSS for the months of October and November. The changes from December are: Businesses availing of the EWSS on 31 December 2021 will continue to be     supported until 30 April 2022. A two-rate structure of €151.50 and €203 will apply for December,     January and February. A flat rate subsidy of €100 will apply for March and April. The reduced     rate of Employers’ PRSI will no longer apply for these two months. The scheme will close to new employers from 1 January 2022 VAT rate for hospitality and tourism The reduced VAT rate of 9% for the hospitality and tourism sector will be extended until the end of August 2022. Commercial rates waiver The waiving of commercial rates due to local authorities has been extended until the end of 2021 to support businesses impacted by COVID-19. Covid Credit Guarantee Scheme Extra funding of €15 million will be provided for the Covid Credit Guarantee Scheme , providing low-cost loans for businesses negatively affected by COVID-19 .",1125
251,"Gaming industry A new tax credit for the digital gaming sector will be introduced, to help with the funding and testing of games (subject to European State aid approval). The relief will be available at a rate of 32% on eligible expenditure of up to €25 million. Corporation Tax A new corporate tax rate of 15% will be introduced for businesses with a turnover of more than €750 million per year. There will be no change to the corporate tax rate of 12.5% for businesses with a turnover less than €750m. Relief for start-up companies The Section 486C corporation tax relief for certain start-up companies will be extended to the end of 2026, with a 5-year qualification window. Employment and Investment Incentive (EII) The EII provides individual investors with tax relief for risk capital investments in qualifying SMEs. The changes to the EII are: An extension of the scheme for a further 3 years The scheme will be opened up to a wider range of investment funds The rules around the “capital redemption window” for investors will     be relaxed The 30% expenditure rule will be removed Disruptive Technologies Innovation Fund (DTIF) An additional €17 million of capital funding will be invested in research, development and deployment of disruptive technologies and applications. Innovation Equity Fund €90 million is allocated to a new Innovation Equity Fund which will invest in early-stage companies who have the potential to grow and scale up. Digital Transition Fund €10 million is allocated to a new Digital Transition Fund will help encourage the development and adoption of data analytics and AI. Enterprise Transition Green Fund A new Enterprise Transition Green Fund will be established for foreign and indigenous businesses. Regional Property Programme €10 million is allocated for IDA’s Regional Property Programme , which prepares state-of-the-art facilities around the country to attract investors to set up and create jobs. Tourism, Culture, Arts, Gaeltacht, Sport and Media A total of €1,197 million is allocated to the Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media in 2022. €50 million is allocated to business continuity supports for the tourism industry. €39 million funding is allocated for tourism marketing and product development. €25 million is allocated to supports for the live entertainment industry . A new basic income guarantee for artists will be introduced from January 2022 on a pilot basis.",2447
252,"Primary and post-primary schools The Department of Education allocation is €9.2 billion in 2022. The School Transport Scheme will get an additional €30 million investment. An additional 350 teachers will reduce the pupil/teacher ratio in primary schools by one point to 24:1 980 new teachers will be recruited to support children with special needs and 1165 new Special Needs Assistants (SNAs) will be recruited. Funding of €18 million will be used to increase the number of schools in the DEIS schools programme . Schools will be provided with books, audio books, and other media through once-off funding of €20 million. The Hot School Meals Pilot Programme will be extended to the remaining DEIS primary schools who applied to join the scheme (January 2022). Higher education, further education and skills The Department of Further and Higher Education, Research, Innovation and Science allocation is €3.7 billion in 2022. 3320 new CAO places will be created. The current Post Leaving Certificate course contribution fee of €200 will be abolished. The Student Maintenance Grant will increase by €200 in 2022. The cut-off threshold for eligibility for the student grant will increase by €1000. The travel distance for the ‘non-adjacent’ rate will decrease to 30 km from 45 km. Additional support for apprenticeships includes: A new Employer Apprenticeship Grant 7000 off-the-job training places for craft apprentices affected by     COVID-19 restrictions €3 million will be provided to support lifelong learning and literacy, digital and numeracy skills for adults.",1566
253,Funding for childcare will total €716 million in 2022. The Universal Subsidy under the National Childcare Scheme (NCS) will be extended to children up to 15 from September 2022. A new funding stream for early years and childcare providers will be in place from September 2022. Hours spent in pre-school or school will no longer be deducted from hours subsidised by the National Childcare Scheme . Parent’s leave and Parent’s Benefit will be extended by 2 weeks to 7 weeks from July 2022.,487
254,"The Department of Environment, Climate and Communications has been allocated €700 million in capital expenditure in 2022. Carbon tax Carbon tax has increased by €7.50 per tonne, from €33.50 per tonne to €41 per tonne. This applies to auto fuels from midnight on 12 October 2021. The carbon tax increase will apply to all other fuels (including household fuels) on 1 May 2022. The tables below show the estimated price increases on commonly used fuels:",451
255,"In 2022, €202 million of carbon tax revenue will support over 22,000 home energy upgrades . This includes upgrading over 6,000 homes to a Building Energy Rating (BER) of B2 or over. 4,500 homes will be upgraded under SEAI energy poverty schemes. Vehicle Registration Tax (VRT) From January 2022, revised VRT rates will be introduced. The changes include a: 1% increase for vehicles between bands 9-12 2% increase for vehicles between bands 13-15 4% increase for vehicle between bands 16-20 The €5,000 relief towards the private purchase of qualifying electric vehicles is extended to the end of 2023 (see ‘Transport’ below).",624
256,"€6 billion is allocated to the Department of Housing, Local Government and Heritage in 2022. Help to Buy The Help to Buy Incentive Scheme is extended to the end of 2022. The Scheme will have a full review in 2022. Social and affordable housing Capital funding of €2.5 billion has been allocated for social and affordable housing in 2022, including 9,000 new-build social housing units, and over 4,000 affordable homes. These homes include affordable purchase and cost rental to be delivered through various funding channels including the Land Development Agency and the First Home scheme. Funding for the Housing Assistance Payment (HAP) scheme is increased by €168 million in 2022 to provide for 14,000 new HAP tenancies (bringing the total number of tenancies supported to 66,000). Funding of €133 million for the Rental Accommodation Scheme (RAS) will support a further 800 households in 2022, along with the ongoing cost of supporting 17,000 households already in the scheme. Funding of €18 million is allocated in 2022 for the delivery of Traveller accommodation . Supports for homeless people Funding of €194 million has been made available for homeless services in 2022. This will support local authorities providing emergency accommodation and other services and help people to exit homelessness to tenancies as quickly as possible. Additional health supports have been allocated to assist with this. Regeneration, adaptations and remediation In 2022, €50 million is allocated to start the Croí Cónaithe fund to help service sites and refurbish properties in towns and villages, and to increase owner occupier apartment development in city centres. €65 million is provided for 11,000 grants to adapt the homes of older people and people with a disability. Funding of €20 million is provided to support the remediation of homes affected by pyrite under the Pyrite Remediation Scheme in 2022. In addition, funding for the remediation of homes affected by defective concrete blocks has been increased to €40m. Funding of €30 million will support the remediation of over 1,500 voids (vacant dwellings in need of repair ) in 2022. Zoned Land Tax A new Zoned Land Tax of 3% tax is being introduced to encourage the use of land that is zoned residential and mixed-use to build homes. The tax will apply to land which is zoned suitable for residential development and is serviced, but has not been developed for housing. A lead-in time for the general application of the Zoned Land Tax of 2 years is proposed for land zoned before January 2022, and a 3 year lead-in time for land zoned after January 2022. The Zoned Land Tax will replace the vacant sites levy when it comes into operation. Pre-letting expenses The deduction of certain pre-letting expenses incurred on vacant residential premises against rental income before first letting after a period of non-occupancy is extended to the end of 2024.",2903
257,"A total of €3.4 billion is allocated to the Department of Transport in 2022. This includes funding for: BusConnects, MetroLink and the DART expansion programme (which will move     to the planning phase) Public transport projects Switch to electric vehicles, including EV grants and funding for charging     infrastructure Cycling, walking and greenway infrastructure projects Aviation industry including support for regional airports Carbon reduction programmes National, regional and local roads Maritime transport and safety, including support for the Irish Coast   Guard Delivery of the first round of projects under the Safe Routes to School     Programme A new Youth Travel Card will enable people aged 19 to 23 to get a 50% reduction in public transport fares. Vehicle registration tax (VRT) Revised VRT rates will be introduced (January 2022). This includes: A 1% increase for vehicles between bands 9-12 A 2% increase for vehicles between bands 13-15 A 4% increase for vehicles between bands 16-20 The Carbon Tax will increase by €7.50 per tonne of carbon dioxide emitted, from €33.50 to €41.00. This applies from midnight for auto fuels and from 1 May 2022 for all other fuels. See ‘Environment and climate’ above. The €5000 relief for electric vehicles is extended to the end of 2023.",1295
258,"The Department of Justice will get €3.2 billion in funding for 2021. This includes funding for: An extra 800 Garda recruits and an extra 400 Garda staff for specialist     roles and office functions Improved mental health services in prisons and additional staff to     improve healthcare services in prisons Additional psychologists to engage with people convicted of sexual     offences Modernisation of the Courts Service including cyber security measures Awareness campaigns to combat sexual violence, gender-based violence and     domestic violence Implementation of Supporting a Victim’s Journey review     recommendations around consent, victims’ rights and supporting vulnerable     witnesses Implementation of the recently launched Youth Justice Strategy which will develop and deliver programmes and early interventions for     children and young people Increase staff at the Office of the Data Protection Commissioner (DPC)     including additional specialist and technical staff A scheme to allow undocumented migrants apply for residence (to reflect     the Programme for Government commitment to a regularisation scheme) The establishment of a new Community Safety Innovation Fund Direct provision Funding has also been provided to the Department of Children, Equality, Disability, Integration and Youth to continue its implementation of the planned International Protection Support System.",1404
259,"Brexit Ireland will get €1.1 billion under the Brexit Adjustment Reserve . This is special once-off EU funding for measures addressing the economic and social consequences of Brexit. The costs incurred must be directly linked to countering the adverse effects of the UK's withdrawal. Rural and community development A total €376 million is allocated to the Department of Rural and Community Development. This includes funding for: Rural regeneration and development, through the Rural Regeneration and     Development Fund, Town and Village Renewal, and the Outdoor Infrastructure     Investment Scheme An increase of €4 million for the LEADER programme An increase of €4 million for the Social Inclusion and Community     Activation Programme to focus on under-represented groups Foreign Affairs and the Diaspora Foreign Affairs funding will almost double to €25 million for 2022 to: Improve passport services Develop consular services in Irish embassies and consulates Fund emigrant support programmes and diaspora engagement Continue to promote North/South reconciliation and mutual   understanding",1101
260,"Budget 2023 was announced on Tuesday, 27 September 2022. The Budget sets out an overall package of €11 billion. This is made up of a package of once-off measures worth €4.1 billion and budgetary measures for 2023 of €6.9 billion. The Budget is generally announced in October but it is taking place 2 weeks earlier than usual in 2022. This document is a short summary of the main changes in taxation, cost of living supports, supports for energy costs, social welfare, health, housing, education, employment and other areas. It is an overview and not a complete statement of all the measures announced in Budget 2023. Some of the changes announced in the Budget come into effect immediately or before the end of 2022. Others take effect from the beginning of January 2023 or later in 2023. Many others have to be finalised before coming into effect. Some elements of these measures may change when the legislation required to bring them into effect is enacted. More information on Budget 2023 You can access a range of information on gov.ie's Budget 2023 page including: The     Expenditure Reports Spending     review Ministers'     speeches Taxation     measures Budget     publications The     Budget in Brief",1211
261,"The Department of Social Protection budget allocation is €23.4 billion in 2023. Further costs of living supports were announced on 21 February 2023. Cost of living supports October 2022 Most people getting a weekly social welfare payment will get a once-off payment of an extra week also called a ‘double week’ (minimum payment €20) as a cost-of-living support. It will be paid the week starting 17 October 2022. The Department of Social Protection has a list of payments that qualify for the double week . November 2022 Double Child     Benefit payment Once-off payment of €200 to people getting the Living     Alone Increase Once-off payment of €400 to people getting the Fuel     Allowance Once-off payment of €500 to people getting the Working     Family Payment Once-off payment of €500 to people getting Disability     Allowance , Invalidity     Pension , Blind     Pension and carers who qualify for the Carer’s     Support Grant. You will get one €500 payment only, even if you     qualify for more than one of these payments or you are caring for more than     one person. People getting Partial Capacity Benefit will not get the once-off payment of €500. The double Child Benefit payment will be paid 1 November 2022. The once-off payments will be paid the week starting 14 November 2022. The once-off Carer's Support Grant will be paid Thursday, 24 November 2022. Social welfare weekly payments The maximum rate of all weekly social welfare payments will increase by €12 with proportional increases for qualified adults and people on reduced rates of payment (January 2023). People aged 25 and under who are getting a reduced rate of Jobseeker’s Allowance will get the full €12 increase (January 2023). The weekly rate for a qualified child will increase by €2 from €40 to €42 for children under 12 years of age. It will increase by €2 from €48 to €50 for children aged 12 years and over (January 2023). Christmas Bonus A Christmas Bonus of 100% will be paid in early December 2022 to people getting a long-term social welfare payment (minimum payment €20). Child Benefit A once-off double Child Benefit payment will be paid (November 2022). This means you will get an extra €140 per child in November. Fuel Allowance People getting Fuel Allowance will get a once-off payment of €400 (November 2022). The Fuel Allowance income threshold will increase from €120 to €200 above the applicable State Pension (Contributory) rate for people aged under 70 (January 2023). People aged 70 and over can qualify for Fuel Allowance as long as their weekly means (which includes their State Pension) is not above €500 per week for a single person and €1,000 per week for a couple (January 2023). Disablement Benefit and half-rate Carer’s Allowance will be disregarded in the means test for Fuel Allowance (January 2023). Living Alone Increase People getting Living Alone Increase will get a once-off payment of €200 (November 2022). If you get Fuel Allowance and Living Alone Increase, you will get both once-off payments. Payments to families People getting the Working Family Payment will get a once-off payment of €500 (November 2022). The Working Family Payment income limits will increase by €40 across all family sizes (January 2023). Disability and illness payments People getting Disability Allowance , Invalidity Pension or Blind Pension will get a once-off payment of €500 (November 2022). People getting Disability Allowance and Blind Pension will be able to earn up to €165 from work without affecting their payment. This is an increase of €25 on the previous threshold of €140 (January 2023). Carers Carers who qualify for the Carer’s Support Grant will get a once-off payment of €500 (November 2022). Domiciliary Care Allowance (DCA) will increase by €20.50 from €309.50 to €330 (January 2023). DCA will be available for babies who remain in an acute hospital after birth for a period of 6 months (January 2023). Employment programmes The Community Employment (CE) , Tús and Rural Social Scheme top up payment will increase by €5 from €22.50 to €27.50 (January 2023). Employer’s PRSI The weekly income threshold for the higher rate of employer’s PRSI will increase from €410 to €441 to ensure that there is no incentive to reduce the working hours for a full-time employee on the increased minimum wage (1 January 2023). Farm Assist The income received from agri-environmental schemes disregarded in the means test for Farm Assist will increase from €2,540 to €5,000 (January 2023). Pilot food poverty programme A pilot scheme will be developed and implemented to support people experiencing food poverty (January 2023). Social insurance payments",4658
262,,0
263,,0
264,,0
265,,0
266,,0
267,,0
268,"€1.2 billion will be allocated for energy supports to help consumers with the costs of utilities in 2022 and 2023. All domestic electricity customers will get €600 credit to help reduce electricity bills. The credit will be paid in 3 instalments of €200. The first payment will be made in November 2022. The second electricity credit will be made in January 2023. The third will be made in March 2023. More people will qualify for Fuel Allowance . People getting Fuel Allowance will get an additional once-off payment of €400 in November 2022, see ‘Social welfare’ above. The 9% VAT rate for gas and electricity is extended to 28 February 2023. The reduction of 21 cent per litre tax for petrol, 16 cent per litre for diesel and 5.4 cent per litre for Marked Gas Oil are also extended to 28 February 2023. €340 million will be available to help community groups, schools, health services, sports clubs and other organisations to pay energy bills. New energy supports will also be available for businesses (see ‘Employment and business’ below).",1043
269,"Income tax rates will stay the same (at 20% and 40%), but there will be increases to tax credits and changes to the income tax bands in 2023. The standard rate income tax band (the amount you can earn before you start to pay the higher rate of tax) will be increased by €3,200. The following tax credits will increase by €75 to €1,775: Personal Tax Credit Employee Tax Credit Earned Income Tax Credit The Home Carer Tax Credit will increase by €100 to €1,700. Universal Social Charge (USC) The ceiling of the 2% USC band will increase by €1,625 to €22,920, so that the salary of a full-time worker on the minimum wage will remain outside the higher rates of USC. Rent Tax Credit If you are paying for private rented accommodation, you can claim a new Rent Tax Credit of €500 a year for 2022 and subsequent years. This tax credit applies to each tenant rather than each tenancy. For rent you pay in 2022, you will be able to claim this credit early in 2023. Vacant Homes Tax A Vacant Homes Tax will be introduced in 2023. It will apply to residential properties that are occupied for less than 30 days a year. The tax charged will be three times the amount of the Local Property Tax rate for the property. Carbon Tax Carbon Tax will increase by €7.50 per tonne of carbon dioxide emitted, from €41.00 to €48.50. This applies from 12 October 2022 for auto fuels but will be offset by a levy reduction so that it will not result in a price increase. For all other fuels, the Carbon Tax will increase from 1 May 2023. See ‘Environment and climate’ below, for examples of the price increases to common household fuels. VAT (Value Added Tax) The VAT rate for newspapers (including digital editions) will be reduced from 9% to zero. VAT will also be reduced to zero for: Defibrillators Period products Hormone replacement therapy (HRT) and nicotine replacement therapy     medicines that are not currently zero-rated (such as patches and gels) These VAT changes will apply from 1 January 2023. The reduced VAT rate of 9% for the hospitality and tourism sector will continue until 28 February 2023. Small Benefit Exemption The Small Benefit Exemption will increase from €500 to €1,000. Employers can give two vouchers or gifts to their employees each tax year. This increase will also be applied for the 2022 tax year. Tobacco Products Tax A packet of 20 cigarettes will increase by €0.50 from 28 September 2022, with pro-rata increases on other tobacco products.",2454
270,"A total of €940 million is allocated to the Department of Enterprise, Trade and Employment in 2023. Employees Income tax rates will stay the same (at 20% and 40%), but there will be increases to tax credits and changes to the income tax bands for 2023. The standard rate tax band (the amount you can earn before you start to pay the higher rate of tax) will be increased by €3,200 to €40,000 for a single person and to €49,000 for married couples with one earner. The following tax credits will increase by €75 to €1,775: Personal Tax Credit Employee Tax Credit Earned Income Tax Credit The ceiling for the 2% Universal Social Charge (USC) band will increase from €21,295 to €22,920 in line with the 80 cent per hour increase in the national minimum wage from 1 January 2023. This ensures that full-time employees on the minimum wage will remain outside the higher rates of USC. The weekly income threshold for the higher rate of employer’s PRSI will increase from €410 to €441 to ensure that there is no incentive to reduce the working hours for a full-time employee on the increased minimum wage from 1 January 2023. The Small Benefit Exemption will increase from €500 to €1,000. Employers can give 2 vouchers or gifts to employees each tax year. This increase will also apply for the 2022 tax year. Energy business supports Temporary Business Energy Support Scheme (T-BESS) Funding of €1.25 billion will be provided to help small and medium businesses with energy costs under the Temporary Business Energy Support Scheme (T-BESS) . The scheme will be administered by Revenue on a self-assessment basis. The main features of the scheme are: Relief of up to 40% of the increased cost of gas and electricity bills up     to a maximum of €10,000 per month per business. The average unit price for the relevant bill period in 2022 will be     compared with the average unit price in the corresponding reference period     in 2021. Business will be eligible for support if the increase in average unit     price is more than 50%. Payments will be backdated to September 2022 and the scheme will run     until at least February 2023. Ukraine Enterprise Crisis Scheme A new scheme providing grants, equity and loans to viable but vulnerable businesses in the manufacturing and internationally traded sector impacted by the broader effects of the war in Ukraine and increasing energy costs. Ukraine Credit Guarantee Scheme A new state-backed, low-cost loan for businesses of up to €1 million over a six-year term, with no collateral required for loans up to €250,000. Growth and Sustainability Loan Scheme A new longer-term low-cost loan of up to €500,000 for up to 10 years, to help Small and Medium Enterprises (SMEs) including farmers and fishers to expand or invest in sustainability or energy efficiency. Small Firms Investment in Energy Efficiency Scheme A new grant provided through Local Enterprise Offices to help micro-enterprises to reduce their carbon footprint and energy costs. Sectoral supports Night-time economy The cost of applying for a Special Exemption Order for late night opening for bars and nightclubs will decrease from €110 to €55. The measure will be implemented from midnight on 27 September 2022. Supports for farmers The following agricultural tax reliefs due to expire this year will be extended: Young Trained Farmer Stamp Duty Relief, Farm Consolidation Stamp Duty     Relief and Farm Restructuring Capital Gains Tax Relief (extended to 31     December 2024) Young Trained Farmer Stock Relief and Registered Farm Partnership Stock     Relief (extended to 31 December 2025) VAT rates The reduced VAT rate of 9% for the hospitality and tourism sector will continue until 28 February 2023.",3714
271,"The Department of Education budget allocation is €8.7 billion in 2023. Primary and post-primary schools Free schoolbooks will be provided to all students in recognised primary schools from September 2023. The child-to-teacher ratio in primary school will decrease to 23:1. The enhanced Summer Programme will continue in 2023. Third-level fees and grants The Department of Further and Higher Education, Research, Innovation and Science budget allocation is €3.2 billion in 2023. Once-off measures to support students in 2022: A double SUSI maintenance grant payment     will be paid in December 2022 to students getting the SUSI student     maintenance grant. This includes PLC, undergraduate and postgraduate     students getting the Special Rate of Grant.. The student contribution is reduced by €1000 for     undergraduate students who are eligible for free fees. Students on the 50%     student contribution rate will get a reduction of €500 in their     contribution rate. Postgraduate students who qualify for the SUSI     fee contribution grant will get a once-off increase of €1,000 (from     €3,500 to €4,500). PhD students getting Science Foundation Ireland or Irish     Research Council awards will get a payment of €500. In addition, students getting the SUSI maintenance grant will get an increase of either 10% or 14% in their grant depending on their maintenance grant band (from January 2023). A further €8 million has been allocated to the Student Assistance Fund for the 2022/23 academic year. Measures to be introduced in 2023/24 academic year: The income threshold for the 50% student contribution grant will increase from €55,240 to €62,000 per year (from 1 September 2023) The student contribution will be reduced by €500 for families earning between €62,000 and €100,000 (from 1 September 2023). The Postgraduate SUSI fee grant will increase by €500. Apprenticeships The student contribution fee for apprentices will be reduced by 33%. Additional support for apprenticeships includes: Over 2,000 additional craft apprenticeship training places 500 additional places on consortia-led apprenticeship programmes 4,500 registrations on craft programmes",2170
272,"The Department of Children, Equality, Disability, Integration and Youth budget allocation is €2.4 billion. The National Childcare Scheme subsidy will be increased from €0.50 per hour to €1.40 per hour from January 2023. This means up to an additional €40.50 reduction in weekly childcare fees for parents.",305
273,"The Department of Housing, Local Government and Heritage budget allocation is €6.3 billion in 2023. The Help to Buy Scheme is extended to the end of 2024. If you are paying for private rented accommodation, you can claim a new Rent Tax Credit of €500 a year for 2022 and subsequent years. This tax credit applies to each tenant rather than each tenancy. You will be able to claim this credit for rent paid in 2022 early in 2023. The tax deduction for pre-letting expenses on vacant residential properties has doubled to €10,000 per property. The period of time a property must have been vacant to claim these expenses has been reduced from 12 months to 6 months. A Vacant Homes Tax (VHT) will be introduced in 2023. This will apply to residential properties which are occupied for less than 30 days in a 12-month period. The tax will be calculated at 3 times a property’s base Local Property Tax rate. A Defective Concrete Products Levy will be introduced to help pay for the Defective Concrete Blocks Redress Scheme. It will be a 10% levy on concrete blocks, pouring concrete and other concrete products. It will apply from 3 April 2023. Stamp Duty Residential Development Refund Scheme is extended to the end of 2025. Farm Consolidation Stamp Duty Relief is extended to the end of 2025. Social and affordable housing Capital funding of €2.3 billion has been allocated for social and affordable housing in 2023. The funding is expected to deliver 9,100 new build social homes and over 5,550 affordable and cost rental homes. Funding for the Housing Assistance Payment (HAP) scheme will be €544 million in 2023. This will provide 8,800 new HAP tenancies and continue to support 58,400 existing HAP tenancies. Funding of €113 million for the Rental Accommodation Scheme (RAS) will support 800 new RAS tenancies in 2023, and continue to support 16,500 households already in the scheme. Funding of €20 million is allocated in 2023 for the delivery of Traveller-specific accommodation . Supports for homeless people Funding of €215 million has been allocated to homeless services in 2023. This will support local authorities providing emergency accommodation and other services and help people to exit homelessness. Regeneration, adaptations and remediation In 2023, €30 million is allocated to the Croí Cónaithe Fund . This fund is used to refurbish vacant properties and help provide serviced sites for sale in towns and villages. It is also used to increase owner occupier apartment development in cities by activating planning permissions. €67 million is provided for 12,300 grants to adapt the homes of older people and people with a disability. A further €25 million is allocated for adaptation works to 1,800 existing social homes. Funding of €65 million is provided to support the remediation of homes affected by pyrite and defective concrete blocks under the Pyrite & Mica Remediation Scheme . Funding of €87 million is provided to retrofit at least 2,400 social homes to bring them to a BER of B2 to make them more energy efficient.",3039
274,"The Department of Health budget allocation is €23.4 billion. Hospital in-patient fees Public hospital in-patient fees will be removed for all patients from 1 April 2023. Free GP visits GP visit cards will be extended to children aged 6 and 7 by end 2022. The income limit for the GP visit card will be increased to include people on a median household income of €46,000 or less from April 2023. Women's health Women’s health funding of €32.2 million includes: Extending the age range for free contraception to include women aged 16 to 30 (from 1 September 2023) Funding for IVF     treatment in the public health system (from September 2023) Provide repayments for morning sickness medicines Funding to set up a Breast Implant Registry Additional Women’s Health Hubs (July 2023) COVID-19 €757 million is being allocated in 2023 for COVID-19 measures including: €439 million for public health measures, such as testing and contact     tracing, COVID-19 vaccines and for personal protective equipment (PPE)     across the health service €225 million to reduce hospital waiting lists and other backlogs caused     by COVID-19 €50 million for capital measures related to COVID-19 Mental Health €1.2 billion will be used for mental health services. This includes: Clinical programmes for eating disorders Early intervention in psychosis, Attention Deficit Hyperactivity Disorder     (ADHD) and self-harm €9 million for Traveller Mental Health; online CBT; Crisis Resolution     Services; and enhanced services in the areas of recovery, employment and     tenancy supports for those with mental health difficulties Waiting Lists €443 million in Budget 2023 is to reduce waiting lists. €225 million of this is from COVID-19 funding. This will provide: €123 million funding to reduce hospital waiting lists and other   backlogs €240 million for additional capacity to reduce waiting lists €11.7 million to reduce backlogs in getting an Assessment of Need. €12.3 million for catch up programmes for human papillomavirus vaccine     (HPV) to girls and boys at school and to women aged up to age 25. Once-off funding of €11.7 million to reduce backlogs in getting an     Assessment of Need. Disability €2.4 billion of the 2023 budget will be used for disability services. Some of this will be once-off funding from COVID-19 budget. It will include funding for: PA services for younger people to move from nursing homes to residential     locations Specialist disability services for children or young people in, or moving     out of, Túsla care A placement in adult day services for 1,200 school leavers An additional once-off funding of €39 million is to reduce the     Assessment of Need waiting list and for placements in residential   centres Section 39 organisations will receive €100 million of once off funding     in winter of 2022 Older people and people living with dementia €2.4 billion in funding is provided for: Implementing Healthy Age Friendly Homes nationally Broadening the Meals on Wheels service Dementia supports Implement the new national safeguarding policy for the health and social     care sector Oral health €7.1 million is provided for oral healthcare measures including oral healthcare packages for children aged under 7. Separately, €9 million once-off funding is provided to reduce waiting lists in orthodontics. VAT VAT will be reduced to zero for: Defibrillators Period products Hormone replacement therapy (HRT) and nicotine replacement therapy     medicines that are not currently zero-rated (such as patches and gels) These VAT changes will apply from 1 January 2023.",3592
275,"The Department of Environment, Climate and Communications has been allocated €850 million in capital expenditure in 2023. Carbon tax Carbon tax will increase by €7.50 per tonne of carbon dioxide emitted, from €41.00 to €48.50. This applies from 12 October 2022 for auto fuels but will be offset by a levy reduction so that it will not result in a price increase. The carbon tax increase will apply to all other fuels (including household fuels) from 1 May 2023. The tables below show the estimated price increases on commonly-used household fuels:",547
276,"Energy upgrades In 2023, €337 million will fund over 37,000 home energy upgrades including upgrades under the Warmer Homes Scheme for households in, or at risk of, energy poverty. €291 million of this funding is being provided from carbon tax revenue. The introduction of a new low-cost loan scheme for residential retrofit . Credit institutions will be able to offer loans at reduced interest rates to private homeowners and non-corporate landlords to make home energy efficiency upgrades. Electric vehicles The €5,000 relief towards the private purchase of qualifying electric vehicles (EVs) will continue with a gradual reduction in the grant from July 2023. The home charging infrastructure scheme will continue to include multi-unit dwellings. The Low Emission Vehicle Toll Incentive Scheme is also continuing.",815
277,"A total of €3.5 billion is allocated to the Department of Transport in 2023. This includes funding for: BusConnects, MetroLink and the DART expansion programme Carbon reduction programmes and public transport Active Travel, cycling, walking and greenways National, regional and local roads Public transport projects and funding for Local Link services Aviation industry, including support for regional airports, Shannon,     Ireland West, Donegal, and Kerry through the Regional Airports Programme     (RAP) 2021-2025 Maritime transport and safety, including support for the Irish Coast     Guard and the Commissioner of Irish Lights Continued funding for the Safe Routes to School Programme Transportation services for Ukrainian refugees Additional staff in Transport Infrastructure Ireland, the National     Transport Authority and the Medical Bureau of Road Safety Public transport fares Reduced fares of 20% on public transport will continue until the end of 2023. The 50% price reduction on the Young Adult Leap Card will continue until the end of 2023. The Young Adult Leap Card will be extended to 16, 17 and 18 year olds in third-level education. Electric vehicles The €5,000 relief towards the private purchase of qualifying electric vehicles (EVs) will continue with a gradual reduction in the grant from July 2023. The home charging infrastructure scheme will continue to include multi-unit dwellings. The Low Emission Vehicle Toll Incentive Scheme is also continuing. Carbon tax Carbon tax will increase by €7.50 per tonne of carbon dioxide emitted, from €41.00 to €48.50. This applies from 12 October 2022 for auto fuels but will be offset by a levy reduction so that it will not result in a price increase. For all other fuels, the carbon tax will increase from 1 May 2023.",1787
